"" "Longitude" "Latitude"
0.15300000726711 1125.5 1947.5
0.343000016291626 161.5 989.5
1.39700006635394 435.5 697.5
0.621000029495917 301.5 1786.5
0.300000014249235 897.5 1609.5
0.31800001510419 656.5 678.5
0.233000011066906 864.5 1039.5
0.607000028830953 842.5 1188.5
0.284000013489276 405.5 1413.5
0.105000004987232 1300.5 1690.5
0.113000005367212 1228.5 1303.5
0.144000006839633 736.5 2021.5
1.1360000539571 1277.5 605.5
0.144000006839633 64.5 1674.5
0.238000011304393 1133.5 1933.5
0.771000036620535 470.5 181.5
0.604000028688461 760.5 362.5
0.396000018808991 326.5 552.5
0.168000007979572 1250.5 923.5
0.539000025601126 482.5 1524.5
1.09400005196221 1235.5 335.5
0.551000026171096 540.5 1621.5
0.222000010544434 911.5 1068.5
0.736000034958124 1106.5 643.5
0.3530000167666 211.5 358.5
0.293000013916753 977.5 130.5
0.491000023321249 135.5 1189.5
0.687000032630749 422.5 235.5
0.260000012349337 176.5 916.5
0.593000028165989 517.5 1269.5
0.406000019283965 763.5 995.5
0.558000026503578 560.5 363.5
0.771000036620535 765.5 522.5
0.694000032963231 197.5 1833.5
0.852000040467829 356.5 957.5
0.870000041322783 536.5 718.5
0.453000021516345 634.5 1768.5
0.66300003149081 1118.5 889.5
0.341000016196631 189.5 1565.5
0.244000011589378 248.5 1115.5
0.939000044600107 518.5 26.5
0.150000007124618 1260.5 1865.5
1.09600005205721 738.5 823.5
0.322000015294179 1316.5 1226.5
0.261000012396835 772.5 1754.5
0.0470000022323802 1352.5 1426.5
1.23900005884934 1163.5 244.5
0.254000012064353 218.5 738.5
0.424000020138919 1171.5 747.5
0.286000013584271 1053.5 1423.5
0.0410000019473955 495.5 1826.5
0.139000006602146 1098.5 1754.5
0.178000008454546 1157.5 1680.5
0.142000006744638 727.5 1699.5
0.521000024746172 380.5 287.5
0.260000012349337 223.5 1727.5
0.628000029828399 825.5 266.5
0.6670000316808 1103.5 757.5
0.350000016624108 111.5 279.5
0.250000011874363 1316.5 776.5
0.222000010544434 233.5 1453.5
0.82800003932789 1002.5 924.5
0.529000025126152 624.5 582.5
0.627000029780902 396.5 1133.5
1.04500004963484 1114.5 105.5
0.62000002944842 873.5 1852.5
0.307000014581718 797.5 1653.5
0.14900000707712 847.5 1635.5
0.328000015579164 656.5 2022.5
0.665000031585805 831.5 778.5
0.256000012159348 140.5 1544.5
0.822000039042905 879.5 803.5
0.36900001752656 1162.5 1005.5
0.837000039755367 1269.5 59.5
0.823000039090402 914.5 60.5
0.41200001956895 1301.5 683.5
0.246000011684373 460.5 1440.5
0.0770000036573038 1255.5 721.5
0.352000016719103 1148.5 1545.5
0.984000046737492 767.5 919.5
0.703000033390708 603.5 1401.5
1.15500005485956 1040.5 14.5
0.747000035480596 215.5 669.5
0.551000026171096 544.5 951.5
0.418000019853935 652.5 1900.5
0.163000007742085 1311.5 1037.5
0.136000006459653 49.5 1721.5
0.0720000034198165 1332.5 527.5
0.55700002645608 199.5 692.5
0.284000013489276 632.5 1625.5
0.176000008359551 833.5 1522.5
0.230000010924414 567.5 1722.5
0.179000008502044 25.5 793.5
0.635000030160882 333.5 1142.5
0.20800000987947 113.5 1022.5
1.04300004953984 225.5 527.5
0.87500004156027 1281.5 231.5
0.235000011161901 885.5 1506.5
0.5100000242237 248.5 1057.5
0.568000026978552 364.5 1395.5
0.198000009404495 1201.5 1793.5
0.907000043080188 1129.5 403.5
0.147000006982125 298.5 1153.5
0.185000008787028 593.5 1854.5
0.559000026551075 492.5 431.5
0.062000002944842 1197.5 1052.5
0.377000017906539 1019.5 783.5
0.345000016386621 192.5 1310.5
1.16100005514454 896.5 422.5
0.670000031823292 687.5 131.5
0.243000011541881 449.5 1137.5
0.550000026123598 422.5 505.5
0.440000020898879 592.5 609.5
0.197000009356998 755.5 1660.5
0.634000030113384 820.5 1207.5
0.672000031918287 52.5 170.5
0.923000043840148 181.5 558.5
0.529000025126152 385.5 1981.5
0.271000012871809 126.5 1211.5
0.499000023701228 896.5 939.5
0.485000023036264 274.5 291.5
1.12200005329214 853.5 117.5
0.30200001434423 875.5 738.5
0.125000005937181 1115.5 1297.5
0.473000022466294 651.5 701.5
0.195000009262003 947.5 1096.5
0.4710000223713 1127.5 779.5
0.892000042367727 486.5 872.5
0.699000033200718 876.5 42.5
1.11500005295966 900.5 1196.5
0.817000038805418 985.5 1818.5
0.752000035718083 1295.5 62.5
0.0350000016624108 399.5 1771.5
0.549000026076101 151.5 50.5
0.595000028260984 1328.5 1057.5
0.835000039660372 927.5 337.5
0.56500002683606 431.5 590.5
0.0830000039422885 1289.5 810.5
0.1960000093095 192.5 1813.5
0.218000010354444 736.5 1677.5
1.17400005576201 519.5 77.5
0.134000006364658 1018.5 1165.5
0.546000025933608 932.5 1282.5
0.191000009072013 100.5 1898.5
0.747000035480596 700.5 947.5
0.528000025078654 1113.5 1156.5
0.530000025173649 397.5 557.5
0.0850000040372834 1200.5 1919.5
0.286000013584271 987.5 709.5
0.587000027881004 229.5 53.5
0.321000015246682 369.5 1088.5
0.366000017384067 922.5 1176.5
0.242000011494383 1336.5 538.5
1.11800005310215 614.5 28.5
0.458000021753833 145.5 1057.5
0.174000008264557 182.5 1569.5
0.725000034435652 645.5 529.5
0.245000011636876 138.5 1626.5
0.51800002460368 588.5 1398.5
0.219000010401942 1007.5 1098.5
0.252000011969358 279.5 1968.5
0.25500001211185 260.5 1712.5
0.197000009356998 622.5 1711.5
0.729000034625642 1074.5 464.5
1.12400005338714 893.5 363.5
0.226000010734424 1110.5 1636.5
1.90400009043515 100.5 737.5
0.265000012586825 666.5 1754.5
0.77700003690552 918.5 367.5
0.150000007124618 231.5 1632.5
0.727000034530647 630.5 121.5
1.11300005286466 1214.5 396.5
1.10700005257968 173.5 560.5
0.0860000040847808 69.5 1974.5
0.244000011589378 985.5 1506.5
0.491000023321249 1128.5 1999.5
0.431000020471402 1117.5 803.5
0.332000015769154 257.5 400.5
1.23500005865935 546.5 30.5
0.672000031918287 1193.5 499.5
1.73700008250307 496.5 775.5
0.615000029210933 235.5 880.5
0.917000043555163 1038.5 410.5
1.61300007661339 245.5 583.5
0.719000034150667 453.5 124.5
0.103000004892237 1090.5 1824.5
0.327000015531667 1300.5 1917.5
0.333000015816651 573.5 1133.5
0.356000016909093 640.5 1182.5
0.547000025981106 413.5 879.5
1.0200000484474 1130.5 104.5
0.311000014771707 356.5 1796.5
0.734000034863129 109.5 1757.5
0.160000007599592 536.5 1549.5
0.347000016481616 731.5 1460.5
0.274000013014302 921.5 167.5
0.132000006269664 614.5 1890.5
0.639000030350871 94.5 833.5
0.77300003671553 781.5 94.5
1.12500005343463 718.5 1129.5
0.453000021516345 1301.5 678.5
0.336000015959144 1195.5 1133.5
0.0680000032298267 329.5 1489.5
0.997000047354959 1105.5 466.5
0.193000009167008 306.5 1912.5
0.574000027263537 1333.5 991.5
0.570000027073547 1048.5 862.5
0.158000007504597 1091.5 1645.5
0.0480000022798777 1218.5 981.5
0.999000047449954 1084.5 85.5
0.239000011351891 948.5 68.5
0.67100003187079 344.5 71.5
0.81600003875792 979.5 576.5
0.0890000042272732 475.5 1981.5
1.06800005072728 1199.5 401.5
0.581000027596019 892.5 609.5
0.355000016861595 1024.5 1541.5
0.534000025363639 333.5 363.5
0.809000038425438 429.5 164.5
0.628000029828399 697.5 1039.5
0.738000035053119 327.5 24.5
0.902000042842701 346.5 778.5
0.194000009214506 1296.5 1553.5
0.35700001695659 1261.5 1376.5
0.970000046072528 1167.5 302.5
0.214000010164455 972.5 1915.5
0.428000020328909 236.5 1049.5
0.354000016814098 588.5 1831.5
0.376000017859042 323.5 1028.5
0.603000028640963 407.5 442.5
0.999000047449954 145.5 502.5
1.02500004868489 276.5 687.5
0.377000017906539 1336.5 968.5
0.717000034055673 161.5 774.5
0.884000041987747 1040.5 932.5
0.4710000223713 1130.5 1473.5
0.462000021943823 30.5 406.5
0.833000039565377 967.5 12.5
0.527000025031157 684.5 448.5
0.743000035290606 715.5 936.5
0.0440000020898879 1263.5 1158.5
0.163000007742085 85.5 535.5
0.55700002645608 60.5 1409.5
0.0800000037997961 1187.5 1244.5
0.360000017099082 404.5 1226.5
0.0870000041322783 1018.5 1913.5
0.429000020376407 1069.5 1594.5
0.3140000149142 1280.5 873.5
1.00700004782993 1338.5 705.5
0.478000022703782 672.5 1795.5
0.262000012444332 767.5 1618.5
0.36500001733657 176.5 1168.5
1.34000006364658 148.5 582.5
0.293000013916753 765.5 1882.5
0.507000024081208 620.5 1143.5
0.219000010401942 1107.5 1922.5
0.630000029923394 848.5 286.5
1.06300005048979 767.5 231.5
0.606000028783455 471.5 325.5
0.872000041417778 279.5 98.5
0.313000014866702 669.5 1543.5
0.528000025078654 530.5 562.5
1.23300005856436 795.5 144.5
0.284000013489276 1349.5 1661.5
0.120000005699694 1226.5 1881.5
0.834000039612874 667.5 901.5
0.42000001994893 1008.5 1042.5
0.342000016244128 693.5 1844.5
0.586000027833506 490.5 367.5
0.195000009262003 413.5 1451.5
0.36100001714658 291.5 1040.5
0.643000030540861 222.5 1327.5
1.68200007989071 577.5 836.5
0.16100000764709 1138.5 1836.5
0.162000007694587 989.5 1556.5
0.332000015769154 1191.5 1969.5
0.359000017051585 761.5 729.5
0.383000018191524 59.5 1903.5
0.477000022656284 427.5 894.5
0.107000005082227 756.5 1476.5
1.19300005666446 1135.5 16.5
0.452000021468848 10.5 374.5
0.252000011969358 1241.5 1409.5
0.202000009594485 1053.5 1252.5
0.165000007837079 808.5 1707.5
0.297000014106743 1200.5 1447.5
0.452000021468848 592.5 588.5
0.433000020566396 180.5 159.5
0.213000010116957 272.5 1309.5
0.350000016624108 245.5 350.5
0.413000019616447 187.5 206.5
0.206000009784475 1339.5 1274.5
1.24200005899183 369.5 727.5
0.533000025316142 1304.5 548.5
0.962000045692548 795.5 785.5
0.45900002180133 581.5 1287.5
0.941000044695102 701.5 245.5
0.493000023416243 49.5 1337.5
0.227000010781921 856.5 1459.5
0.440000020898879 704.5 1034.5
0.699000033200718 976.5 1778.5
0.151000007172115 57.5 495.5
0.206000009784475 395.5 1756.5
0.105000004987232 76.5 1976.5
0.932000044267625 393.5 1018.5
0.874000041512772 1240.5 456.5
0.97300004621502 1240.5 500.5
0.831000039470382 555.5 223.5
0.195000009262003 1065.5 1782.5
0.173000008217059 809.5 1701.5
0.712000033818185 613.5 918.5
0.609000028925948 343.5 399.5
0.0910000043222681 1179.5 1257.5
0.266000012634322 1138.5 658.5
0.305000014486723 895.5 1319.5
0.401000019046478 985.5 1446.5
1.6480000782758 679.5 809.5
0.322000015294179 801.5 736.5
0.581000027596019 577.5 1652.5
1.12900005362462 1100.5 405.5
0.380000018049031 250.5 1837.5
1.74400008283556 585.5 822.5
0.494000023463741 1218.5 1407.5
0.542000025743619 1228.5 799.5
0.190000009024516 1292.5 1581.5
0.0440000020898879 622.5 2015.5
0.134000006364658 882.5 1061.5
0.0690000032773241 618.5 1903.5
0.226000010734424 253.5 1576.5
0.338000016054139 1024.5 1537.5
0.0210000009974465 1211.5 1060.5
0.272000012919307 601.5 1517.5
0.668000031728297 655.5 1400.5
0.539000025601126 724.5 613.5
0.645000030635856 797.5 358.5
0.317000015056692 831.5 1090.5
0.982000046642497 363.5 797.5
0.31800001510419 744.5 654.5
0.453000021516345 281.5 1250.5
1.00800004787743 1193.5 554.5
0.625000029685907 1351.5 1195.5
0.655000031110831 406.5 1537.5
0.403000019141473 920.5 1387.5
0.24700001173187 877.5 1562.5
0.539000025601126 208.5 2024.5
0.953000045265071 385.5 1008.5
1.09600005205721 250.5 926.5
0.0800000037997961 792.5 2015.5
0.746000035433099 359.5 74.5
0.799000037950464 604.5 1098.5
0.093000004417263 968.5 1582.5
0.913000043365173 659.5 1026.5
0.411000019521452 1060.5 1287.5
0.205000009736978 692.5 1833.5
1.16400005528703 1207.5 63.5
1.02300004858989 1043.5 339.5
0.194000009214506 798.5 1798.5
0.935000044410117 275.5 677.5
0.241000011446886 975.5 1655.5
0.345000016386621 596.5 1265.5
1.32100006274413 1256.5 29.5
0.174000008264557 518.5 1719.5
0.584000027738512 323.5 328.5
0.60800002887845 907.5 361.5
0.604000028688461 545.5 371.5
0.20800000987947 1070.5 1037.5
0.0770000036573038 1175.5 1856.5
0.57300002721604 605.5 1671.5
0.315000014961697 989.5 757.5
0.947000044980086 713.5 789.5
0.513000024366193 87.5 1557.5
0.343000016291626 191.5 1251.5
0.419000019901432 441.5 1861.5
0.25500001211185 6.5 1379.5
0.45900002180133 750.5 1908.5
0.105000004987232 68.5 1404.5
0.155000007362105 40.5 1808.5
0.537000025506131 416.5 1285.5
0.335000015911646 438.5 1531.5
0.446000021183863 710.5 1199.5
0.308000014629215 1230.5 1981.5
0.324000015389174 1144.5 1136.5
0.10600000503473 1063.5 1965.5
0.35700001695659 190.5 1073.5
0.223000010591932 1203.5 1332.5
0.211000010021962 1332.5 1950.5
0.0590000028023496 1065.5 1923.5
0.390000018524006 124.5 1721.5
0.261000012396835 1266.5 1325.5
0.371000017621554 1044.5 805.5
0.1960000093095 829.5 1755.5
0.0830000039422885 952.5 1615.5
0.0270000012824312 435.5 1823.5
0.194000009214506 1218.5 1613.5
0.440000020898879 467.5 1498.5
0.330000015674159 686.5 676.5
0.221000010496937 836.5 1414.5
0.625000029685907 180.5 143.5
0.623000029590912 742.5 531.5
0.634000030113384 1321.5 691.5
0.125000005937181 186.5 2000.5
0.860000040847808 1065.5 416.5
0.337000016006641 257.5 791.5
0.221000010496937 62.5 1001.5
0.414000019663945 339.5 481.5
0.93000004417263 208.5 137.5
1.07100005086977 262.5 102.5
0.960000045597553 618.5 1236.5
0.132000006269664 1043.5 1829.5
0.988000046927482 564.5 1183.5
0.129000006127171 1031.5 1599.5
0.228000010829419 219.5 1871.5
1.07800005120225 1022.5 43.5
0.739000035100617 1263.5 8.5
0.140000006649643 1092.5 1234.5
0.931000044220127 572.5 1181.5
0.328000015579164 705.5 1204.5
0.260000012349337 210.5 1105.5
0.307000014581718 276.5 1393.5
0.562000026693568 747.5 1771.5
0.132000006269664 1267.5 1669.5
0.597000028355978 624.5 1249.5
1.48000007029623 1345.5 14.5
0.194000009214506 337.5 1180.5
0.477000022656284 402.5 616.5
0.920000043697655 452.5 835.5
0.496000023558736 441.5 1524.5
0.202000009594485 1188.5 1642.5
0.121000005747192 34.5 1241.5
0.596000028308481 433.5 339.5
0.274000013014302 821.5 1003.5
0.927000044030137 559.5 308.5
1.34100006369408 589.5 770.5
0.809000038425438 620.5 213.5
0.126000005984679 107.5 1834.5
0.379000018001534 1165.5 747.5
0.604000028688461 346.5 1265.5
0.125000005937181 263.5 2001.5
0.472000022418797 633.5 1546.5
0.224000010639429 78.5 1941.5
0.340000016149133 871.5 1102.5
0.30600001453422 862.5 687.5
0.0350000016624108 1257.5 1037.5
0.766000036383048 374.5 139.5
0.14900000707712 272.5 1416.5
0.309000014676712 508.5 1258.5
0.350000016624108 1005.5 1754.5
0.254000012064353 105.5 1788.5
0.0940000044647604 391.5 1911.5
0.116000005509704 1176.5 1892.5
0.391000018571503 18.5 1463.5
0.729000034625642 939.5 535.5
0.388000018429011 24.5 1908.5
0.0270000012824312 1245.5 1177.5
0.132000006269664 979.5 1698.5
0.916000043507665 853.5 97.5
0.430000020423904 2.5 1255.5
0.814000038662925 631.5 197.5
0.751000035670586 854.5 215.5
0.527000025031157 138.5 1911.5
0.72200003429316 712.5 1546.5
0.220000010449439 1010.5 1327.5
0.20000000949949 992.5 1761.5
1.30600006203167 862.5 822.5
0.219000010401942 901.5 1516.5
0.706000033533201 346.5 127.5
1.82000008644536 625.5 797.5
0.40400001918897 1004.5 1456.5
0.750000035623088 645.5 930.5
0.335000015911646 76.5 1324.5
0.144000006839633 237.5 2019.5
0.429000020376407 412.5 1062.5
0.224000010639429 1059.5 1367.5
0.112000005319715 320.5 2022.5
0.444000021088868 885.5 1898.5
1.07800005120225 779.5 1166.5
0.632000030018389 487.5 436.5
0.362000017194077 257.5 1006.5
0.98500004678499 1005.5 888.5
0.339000016101636 890.5 1942.5
0.0660000031348318 1316.5 820.5
0.536000025458634 617.5 380.5
0.493000023416243 938.5 935.5
0.882000041892752 517.5 1069.5
0.168000007979572 1157.5 1810.5
0.0290000013774261 1238.5 1124.5
0.634000030113384 499.5 327.5
0.176000008359551 207.5 1870.5
0.176000008359551 905.5 1069.5
0.0850000040372834 1189.5 1259.5
1.02400004863739 1268.5 180.5
0.800000037997961 1172.5 899.5
0.152000007219613 1153.5 1323.5
